FIPS,uninsured_rate_2013,uninsured_rate_2016,change
19027,0.13,0.05,-0.08
19029,0.15,0.07,-0.09
19031,0.11,0.04,-0.07
19033,0.14,0.05,-0.09
19035,0.14,0.05,-0.09
19037,0.14,0.05,-0.09
19039,0.16,0.06,-0.1
19041,0.13,0.05,-0.08
19043,0.14,0.05,-0.09
19045,0.15,0.06,-0.09
19047,0.18,0.09,-0.09
19049,0.09,0.03,-0.06
19051,0.16,0.09,-0.07
19053,0.2,0.07,-0.13
19055,0.12,0.04,-0.08
19057,0.16,0.06,-0.1
19059,0.12,0.05,-0.08
19061,0.13,0.05,-0.08
19063,0.17,0.07,-0.1
19065,0.15,0.06,-0.09
19067,0.16,0.05,-0.11
19069,0.15,0.07,-0.08
19071,0.15,0.05,-0.1
19073,0.15,0.05,-0.1
19075,0.11,0.04,-0.07
19077,0.13,0.05,-0.08
19079,0.15,0.06,-0.09
19081,0.14,0.06,-0.08
19083,0.15,0.06,-0.09
19085,0.13,0.05,-0.08
19087,0.16,0.06,-0.1
19089,0.16,0.06,-0.1
19091,0.15,0.06,-0.09
19093,0.14,0.06,-0.08
19095,0.12,0.04,-0.08
19097,0.14,0.05,-0.09
19099,0.12,0.05,-0.07
19101,0.17,0.06,-0.11
19103,0.14,0.04,-0.1
19105,0.13,0.05,-0.08
19107,0.16,0.06,-0.1
19109,0.14,0.05,-0.1
19111,0.17,0.06,-0.11
19113,0.11,0.04,-0.07
19115,0.17,0.08,-0.09
19117,0.18,0.07,-0.11
19119,0.12,0.05,-0.07
19121,0.11,0.04,-0.08
19123,0.16,0.06,-0.1
19125,0.11,0.04,-0.07
19127,0.15,0.07,-0.08
19129,0.12,0.04,-0.08
19131,0.13,0.06,-0.07
19133,0.16,0.07,-0.09
19135,0.18,0.07,-0.12
19137,0.17,0.07,-0.1
19139,0.15,0.06,-0.09
19141,0.13,0.06,-0.07
19143,0.14,0.07,-0.07
19145,0.16,0.07,-0.1
19147,0.16,0.06,-0.1
19149,0.11,0.05,-0.06
19151,0.16,0.05,-0.11
19153,0.12,0.04,-0.08
19155,0.15,0.06,-0.09
19157,0.15,0.05,-0.1
19159,0.17,0.07,-0.1
19161,0.14,0.06,-0.08
19163,0.14,0.05,-0.09
19165,0.14,0.06,-0.09
19167,0.11,0.07,-0.04
19169,0.13,0.04,-0.09
19171,0.15,0.08,-0.07
19173,0.17,0.07,-0.1
19175,0.17,0.07,-0.11
19177,0.19,0.07,-0.12
19179,0.18,0.08,-0.1
19181,0.09,0.03,-0.06
19183,0.14,0.06,-0.08
19185,0.2,0.08,-0.13
19187,0.18,0.07,-0.12
19189,0.14,0.05,-0.09
19191,0.14,0.05,-0.1
19193,0.17,0.07,-0.1
19195,0.14,0.05,-0.09
19197,0.16,0.06,-0.1
20001,0.21,0.1,-0.11
20003,0.2,0.11,-0.09
20005,0.18,0.11,-0.07
20007,0.17,0.09,-0.08
20009,0.19,0.11,-0.08
20011,0.21,0.11,-0.11
20013,0.19,0.12,-0.07
20015,0.13,0.07,-0.07
20017,0.17,0.09,-0.09
20019,0.2,0.12,-0.08
20021,0.2,0.14,-0.06
20023,0.16,0.08,-0.08
20025,0.16,0.09,-0.07
20027,0.14,0.07,-0.07
20029,0.2,0.1,-0.1
20031,0.16,0.08,-0.08
20033,0.16,0.09,-0.07
20035,0.21,0.11,-0.1
20037,0.2,0.11,-0.09
20039,0.18,0.11,-0.07
20041,0.15,0.07,-0.08
20043,0.18,0.1,-0.08
20045,0.17,0.07,-0.1
20047,0.2,0.11,-0.09
20049,0.22,0.11,-0.11
20051,0.17,0.08,-0.1
20053,0.16,0.08,-0.08
20055,0.21,0.15,-0.06
20057,0.22,0.19,-0.03
20059,0.16,0.07,-0.09
20061,0.19,0.11,-0.08
20063,0.16,0.09,-0.08
20065,0.17,0.09,-0.08
20067,0.21,0.13,-0.08
20069,0.16,0.13,-0.03
20071,0.13,0.08,-0.05
20073,0.2,0.1,-0.1
20075,0.16,0.12,-0.04
20077,0.18,0.11,-0.07
20079,0.16,0.08,-0.08
20081,0.17,0.15,-0.02
20083,0.16,0.08,-0.08
20085,0.14,0.1,-0.04
20087,0.13,0.06,-0.07
20089,0.19,0.1,-0.09
20091,0.1,0.04,-0.06
20093,0.16,0.12,-0.04
20095,0.16,0.08,-0.08
20097,0.18,0.11,-0.07
20099,0.21,0.1,-0.11
20101,0.19,0.09,-0.1
20103,0.14,0.06,-0.08
20105,0.18,0.11,-0.07
20107,0.19,0.1,-0.09
20109,0.17,0.1,-0.07
20111,0.2,0.13,-0.07
20113,0.14,0.08,-0.06
20115,0.15,0.08,-0.07
20117,0.15,0.07,-0.08
20119,0.17,0.11,-0.06
20121,0.12,0.06,-0.06
20123,0.15,0.08,-0.08
20125,0.21,0.13,-0.08
20127,0.15,0.09,-0.06
20129,0.18,0.13,-0.06
20131,0.15,0.08,-0.08
20133,0.21,0.11,-0.1
20135,0.19,0.09,-0.1
20137,0.18,0.1,-0.08
20139,0.16,0.08,-0.08
20141,0.18,0.1,-0.08
20143,0.15,0.07,-0.08
20145,0.19,0.08,-0.11
20147,0.15,0.09,-0.06
20149,0.12,0.06,-0.07
20151,0.18,0.09,-0.09
20153,0.16,0.09,-0.07
20155,0.18,0.1,-0.08
20157,0.18,0.09,-0.09
20159,0.18,0.1,-0.08
20161,0.17,0.08,-0.09
20163,0.18,0.1,-0.08
20165,0.18,0.08,-0.11
20167,0.18,0.09,-0.09
20169,0.18,0.1,-0.08
20171,0.15,0.09,-0.06
20173,0.17,0.09,-0.08
20175,0.26,0.2,-0.06
20177,0.15,0.08,-0.07
20179,0.15,0.08,-0.07
20181,0.19,0.13,-0.06
20183,0.18,0.11,-0.07
20185,0.19,0.12,-0.07
20187,0.18,0.14,-0.04
20189,0.19,0.14,-0.05
20191,0.18,0.08,-0.1
20193,0.16,0.08,-0.08
20195,0.17,0.07,-0.1
20197,0.14,0.06,-0.09
20199,0.15,0.09,-0.06
20201,0.17,0.12,-0.05
20203,0.19,0.13,-0.06
20205,0.21,0.11,-0.1
20207,0.21,0.12,-0.09
20209,0.26,0.14,-0.12
21001,0.24,0.07,-0.17
21003,0.21,0.07,-0.14
21005,0.16,0.05,-0.11
21007,0.2,0.07,-0.13
21009,0.21,0.07,-0.14
21011,0.24,0.07,-0.17
21013,0.25,0.1,-0.15
21015,0.12,0.03,-0.09
21017,0.2,0.06,-0.14
21019,0.21,0.06,-0.15
21021,0.19,0.07,-0.12
21023,0.21,0.07,-0.14
21025,0.25,0.06,-0.19
21027,0.23,0.08,-0.16
21029,0.16,0.04,-0.12
21031,0.21,0.1,-0.11
21033,0.25,0.09,-0.16
21035,0.22,0.07,-0.15
21037,0.15,0.04,-0.11
21039,0.23,0.07,-0.16
21041,0.22,0.09,-0.13
21043,0.24,0.07,-0.18
21045,0.24,0.09,-0.15
21047,0.23,0.08,-0.15
21049,0.2,0.06,-0.14
21051,0.27,0.1,-0.17
21053,0.25,0.08,-0.17
21055,0.23,0.09,-0.14
21057,0.24,0.07,-0.17
21059,0.18,0.06,-0.12
21061,0.22,0.06,-0.16
21063,0.21,0.04,-0.17
21065,0.23,0.1,-0.13
21067,0.17,0.06,-0.11
21069,0.22,0.06,-0.16
21071,0.25,0.07,-0.18
21073,0.18,0.06,-0.12
21075,0.26,0.08,-0.18
21077,0.21,0.06,-0.15
21079,0.21,0.08,-0.13
21081,0.2,0.06,-0.14
21083,0.21,0.09,-0.12
21085,0.22,0.07,-0.15
21087,0.22,0.09,-0.13
21089,0.21,0.06,-0.15
21091,0.18,0.08,-0.1
21093,0.18,0.06,-0.13
21095,0.25,0.08,-0.17
21097,0.2,0.07,-0.13
21099,0.24,0.09,-0.15
21101,0.2,0.06,-0.14
21103,0.19,0.07,-0.12
21105,0.22,0.09,-0.13
21107,0.22,0.05,-0.17
21109,0.25,0.08,-0.17
21111,0.18,0.05,-0.13
21113,0.18,0.04,-0.14
21115,0.23,0.06,-0.17
21117,0.16,0.04,-0.12
21119,0.24,0.05,-0.19
21121,0.26,0.08,-0.18
21123,0.21,0.07,-0.14
21125,0.23,0.08,-0.15
21127,0.23,0.07,-0.16
21129,0.24,0.07,-0.17
21131,0.21,0.08,-0.13
21133,0.24,0.06,-0.18
21135,0.23,0.08,-0.16
21137,0.22,0.08,-0.14
21139,0.22,0.06,-0.16
21141,0.21,0.08,-0.13
21143,0.2,0.06,-0.14
21145,0.19,0.07,-0.12
21147,0.26,0.07,-0.19
21149,0.19,0.07,-0.12
21151,0.2,0.06,-0.15
21153,0.24,0.07,-0.18
21155,0.21,0.05,-0.16
21157,0.19,0.06,-0.13
21159,0.24,0.06,-0.18
21161,0.23,0.07,-0.16
21163,0.19,0.06,-0.13
21165,0.23,0.06,-0.17
21167,0.2,0.07,-0.13
21169,0.22,0.1,-0.12
21171,0.21,0.09,-0.12
21173,0.21,0.06,-0.15
21175,0.23,0.06,-0.17
21177,0.23,0.07,-0.16
21179,0.2,0.05,-0.15
21181,0.21,0.07,-0.14
21183,0.22,0.06,-0.16
21185,0.1,0.02,-0.08
21187,0.18,0.06,-0.12
21189,0.26,0.06,-0.2
21191,0.18,0.07,-0.11
21193,0.24,0.07,-0.17
21195,0.24,0.07,-0.18
21197,0.24,0.08,-0.16
21199,0.22,0.07,-0.15
21201,0.25,0.05,-0.2
21203,0.24,0.09,-0.15
21205,0.23,0.06,-0.17
21207,0.23,0.08,-0.15
21209,0.15,0.04,-0.11
21211,0.15,0.06,-0.1
21213,0.2,0.07,-0.14
21215,0.13,0.04,-0.09
21217,0.22,0.08,-0.14
21219,0.22,0.11,-0.11
21221,0.2,0.08,-0.12
21223,0.19,0.07,-0.12
21225,0.22,0.07,-0.15
21227,0.19,0.06,-0.13
21229,0.2,0.07,-0.13
21231,0.25,0.1,-0.16
21233,0.22,0.07,-0.15
21235,0.25,0.1,-0.15
21237,0.25,0.06,-0.19
21239,0.15,0.05,-0.1
22001,0.22,0.12,-0.1
22003,0.23,0.14,-0.09
22005,0.16,0.07,-0.09
22007,0.21,0.13,-0.08
22009,0.25,0.15,-0.1
22011,0.21,0.17,-0.04
22013,0.26,0.16,-0.11
22015,0.18,0.11,-0.07
22017,0.23,0.14,-0.09
22019,0.2,0.12,-0.08
22021,0.24,0.16,-0.08
22023,0.17,0.1,-0.07
22025,0.26,0.18,-0.08
22027,0.27,0.16,-0.11
22029,0.29,0.18,-0.11
22031,0.25,0.14,-0.11
22033,0.2,0.11,-0.09
22035,0.37,0.23,-0.14
22037,0.23,0.12,-0.11
22039,0.22,0.12,-0.1
22041,0.29,0.21,-0.08
22043,0.24,0.16,-0.08
22045,0.22,0.13,-0.09
22047,0.24,0.14,-0.1
22049,0.26,0.16,-0.1
22051,0.21,0.11,-0.1
22053,0.22,0.1,-0.12
22055,0.19,0.09,-0.1
22057,0.18,0.14,-0.04
22059,0.19,0.13,-0.06
22061,0.26,0.16,-0.1
22063,0.17,0.11,-0.07
22065,0.35,0.19,-0.16
22067,0.3,0.21,-0.09
22069,0.26,0.18,-0.08
22071,0.24,0.13,-0.11
22073,0.25,0.17,-0.08
22075,0.18,0.1,-0.08
22077,0.21,0.11,-0.1
22079,0.22,0.15,-0.07
22081,0.27,0.15,-0.12
22083,0.3,0.19,-0.11
22085,0.24,0.2,-0.04
22087,0.24,0.12,-0.12
22089,0.15,0.07,-0.08
22091,0.27,0.13,-0.15
22093,0.2,0.08,-0.12
22095,0.21,0.1,-0.11
22097,0.23,0.13,-0.1
22099,0.23,0.12,-0.11
22101,0.24,0.18,-0.06
22103,0.15,0.08,-0.08
22105,0.23,0.13,-0.1
22107,0.31,0.15,-0.16
22109,0.2,0.16,-0.04
22111,0.26,0.16,-0.1
22113,0.21,0.09,-0.12
22115,0.21,0.16,-0.05
22117,0.26,0.17,-0.09
22119,0.23,0.17,-0.06
22121,0.19,0.08,-0.11
22123,0.27,0.18,-0.09
22125,0.18,0.09,-0.09
22127,0.26,0.19,-0.07
23001,0.13,0.08,-0.05
23003,0.16,0.11,-0.05
23005,0.11,0.06,-0.05
23007,0.17,0.09,-0.08
23009,0.15,0.08,-0.07
23011,0.13,0.07,-0.06
23013,0.14,0.07,-0.07
23015,0.12,0.06,-0.06
23017,0.17,0.09,-0.08
23019,0.14,0.08,-0.06
23021,0.16,0.09,-0.07
23023,0.11,0.06,-0.05
23025,0.16,0.09,-0.07
23027,0.16,0.08,-0.08
23029,0.18,0.12,-0.06
23031,0.11,0.06,-0.05
24001,0.16,0.06,-0.1
24003,0.09,0.03,-0.06
24005,0.12,0.04,-0.09
24009,0.07,0.03,-0.05
24011,0.14,0.05,-0.09
24013,0.07,0.02,-0.05
24015,0.11,0.04,-0.07
24017,0.09,0.03,-0.06
24019,0.16,0.07,-0.09
24021,0.07,0.03,-0.04
24023,0.15,0.06,-0.09
24025,0.08,0.03,-0.05
24027,0.06,0.02,-0.04
24029,0.13,0.05,-0.08
24031,0.09,0.03,-0.06
24033,0.14,0.05,-0.09
24035,0.09,0.03,-0.06
24037,0.09,0.03,-0.06
24039,0.18,0.07,-0.11
24041,0.12,0.04,-0.08
24043,0.13,0.04,-0.09
24045,0.16,0.06,-0.1
24047,0.14,0.05,-0.09
24510,0.18,0.08,-0.1
25001,0.07,0.03,-0.04
25003,0.08,0.04,-0.04
25005,0.08,0.04,-0.04
25007,0.07,0.03,-0.04
25009,0.07,0.04,-0.03
25011,0.08,0.04,-0.04
25013,0.1,0.06,-0.04
25015,0.07,0.03,-0.04
25017,0.05,0.03,-0.02
25019,0.06,0.04,-0.02
25021,0.04,0.02,-0.02
25023,0.06,0.03,-0.04
25025,0.09,0.06,-0.03
25027,0.07,0.03,-0.04
26001,0.23,0.07,-0.16
26003,0.18,0.08,-0.1
26005,0.15,0.05,-0.1
26007,0.2,0.07,-0.13
26009,0.19,0.06,-0.13
26011,0.22,0.06,-0.16
26013,0.2,0.11,-0.09
26015,0.14,0.05,-0.1
26017,0.17,0.05,-0.12
26019,0.17,0.06,-0.11
26021,0.2,0.08,-0.12
26023,0.2,0.06,-0.14
26025,0.19,0.06,-0.13
26027,0.19,0.07,-0.12
26029,0.17,0.06,-0.11
26031,0.21,0.06,-0.15
26033,0.2,0.09,-0.11
26035,0.23,0.08,-0.15
26037,0.11,0.03,-0.08
26039,0.22,0.07,-0.15
26041,0.19,0.07,-0.13
26043,0.17,0.06,-0.11
26045,0.14,0.04,-0.1
26047,0.18,0.06,-0.12
26049,0.19,0.07,-0.12
26051,0.21,0.08,-0.13
26053,0.22,0.07,-0.15
26055,0.16,0.04,-0.12
26057,0.19,0.05,-0.14
26059,0.19,0.06,-0.13
26061,0.2,0.07,-0.14
26063,0.2,0.07,-0.13
26065,0.17,0.06,-0.11
26067,0.18,0.05,-0.13
26069,0.21,0.07,-0.14
26071,0.2,0.07,-0.13
26073,0.21,0.08,-0.13
26075,0.17,0.06,-0.11
26077,0.18,0.05,-0.13
26079,0.21,0.07,-0.14
26081,0.16,0.06,-0.1
26083,0.19,0.05,-0.14
26085,0.24,0.08,-0.16
26087,0.15,0.04,-0.11
26089,0.15,0.05,-0.1
26091,0.17,0.06,-0.11
26093,0.1,0.03,-0.07
26095,0.21,0.08,-0.13
26097,0.2,0.1,-0.1
26099,0.15,0.04,-0.11
26101,0.19,0.08,-0.11
26103,0.17,0.05,-0.12
26105,0.19,0.07,-0.12
26107,0.21,0.07,-0.14
26109,0.19,0.08,-0.11
26111,0.14,0.05,-0.1
26113,0.2,0.08,-0.12
26115,0.14,0.04,-0.1
26117,0.2,0.07,-0.13
26119,0.24,0.08,-0.16
26121,0.2,0.07,-0.13
26123,0.2,0.07,-0.13
26125,0.13,0.04,-0.1
26127,0.22,0.08,-0.14
26129,0.22,0.08,-0.14
26131,0.22,0.08,-0.14
26133,0.2,0.08,-0.12
26135,0.23,0.1,-0.13
26137,0.19,0.06,-0.14
26139,0.12,0.05,-0.07
26141,0.21,0.07,-0.14
26143,0.22,0.07,-0.15
26145,0.19,0.07,-0.12
26147,0.17,0.05,-0.12
26149,0.2,0.08,-0.12
26151,0.2,0.07,-0.13
26153,0.2,0.08,-0.12
26155,0.16,0.05,-0.11
26157,0.19,0.06,-0.13
26159,0.19,0.07,-0.12
26161,0.13,0.04,-0.09
26163,0.22,0.07,-0.15
26165,0.2,0.07,-0.13
27001,0.14,0.08,-0.06
27003,0.08,0.03,-0.05
27005,0.15,0.08,-0.07
27007,0.17,0.1,-0.07
27009,0.12,0.05,-0.08
27011,0.15,0.07,-0.08
27013,0.13,0.05,-0.08
27015,0.12,0.06,-0.06
27017,0.12,0.07,-0.06
27019,0.06,0.02,-0.04
27021,0.15,0.08,-0.07
27023,0.13,0.07,-0.06
27025,0.08,0.03,-0.05
27027,0.13,0.05,-0.08
27029,0.17,0.11,-0.06
27031,0.12,0.08,-0.04
27033,0.14,0.08,-0.06
27035,0.13,0.05,-0.08
27037,0.08,0.03,-0.05
27039,0.08,0.04,-0.04
27041,0.11,0.05,-0.06
27043,0.15,0.06,-0.09
27045,0.13,0.06,-0.07
27047,0.13,0.06,-0.07
27049,0.09,0.04,-0.05
27051,0.14,0.05,-0.09
27053,0.1,0.05,-0.05
27055,0.12,0.05,-0.07
27057,0.14,0.06,-0.08
27059,0.1,0.04,-0.07
27061,0.15,0.06,-0.09
27063,0.12,0.06,-0.06
27065,0.13,0.06,-0.08
27067,0.12,0.07,-0.06
27069,0.11,0.06,-0.06
27071,0.14,0.09,-0.06
27073,0.12,0.06,-0.06
27075,0.12,0.05,-0.07
27077,0.14,0.08,-0.06
27079,0.11,0.04,-0.07
27081,0.13,0.06,-0.07
27083,0.12,0.06,-0.06
27085,0.11,0.05,-0.06
27087,0.2,0.14,-0.06
27089,0.12,0.06,-0.06
27091,0.12,0.07,-0.05
27093,0.13,0.05,-0.08
27095,0.15,0.07,-0.08
27097,0.13,0.06,-0.07
27099,0.13,0.07,-0.06
27101,0.13,0.06,-0.07
27103,0.11,0.04,-0.07
27105,0.16,0.1,-0.06
27107,0.14,0.06,-0.08
27109,0.08,0.03,-0.05
27111,0.12,0.06,-0.06
27113,0.13,0.06,-0.07
27115,0.15,0.06,-0.09
27117,0.13,0.08,-0.05
27119,0.14,0.06,-0.08
27121,0.12,0.05,-0.07
27123,0.12,0.05,-0.07
27125,0.14,0.07,-0.07
27127,0.14,0.07,-0.08
27129,0.14,0.06,-0.08
27131,0.11,0.04,-0.07
27133,0.12,0.06,-0.06
27135,0.12,0.07,-0.05
27137,0.13,0.05,-0.08
27139,0.06,0.03,-0.03
27141,0.08,0.03,-0.05
27143,0.13,0.06,-0.07
27145,0.12,0.05,-0.08
27147,0.1,0.04,-0.06
27149,0.14,0.05,-0.09
27151,0.13,0.06,-0.07
27153,0.14,0.08,-0.06
27155,0.13,0.07,-0.06
27157,0.11,0.04,-0.07
27159,0.15,0.08,-0.08
27161,0.11,0.05,-0.06
27163,0.06,0.03,-0.04
27165,0.17,0.08,-0.09
27167,0.12,0.06,-0.07
27169,0.15,0.06,-0.09
27171,0.08,0.03,-0.05
27173,0.13,0.07,-0.06
28001,0.27,0.19,-0.08
28003,0.23,0.17,-0.06
28005,0.24,0.16,-0.08
28007,0.25,0.16,-0.09
28009,0.24,0.19,-0.05
28011,0.28,0.21,-0.07
28013,0.23,0.21,-0.02
28015,0.25,0.16,-0.09
28017,0.25,0.2,-0.05
28019,0.25,0.18,-0.07
28021,0.26,0.14,-0.12
28023,0.24,0.23,-0.02
28025,0.26,0.2,-0.06
28027,0.28,0.23,-0.05
28029,0.26,0.19,-0.07
28031,0.24,0.19,-0.05
28033,0.15,0.1,-0.05
28035,0.24,0.19,-0.05
28037,0.22,0.17,-0.05
28039,0.23,0.17,-0.06
28041,0.23,0.14,-0.09
28043,0.23,0.17,-0.06
28045,0.23,0.14,-0.09
28047,0.22,0.15,-0.07
28049,0.24,0.18,-0.06
28051,0.31,0.2,-0.11
28053,0.3,0.22,-0.08
28055,0.27,0.17,-0.1
28057,0.21,0.16,-0.05
28059,0.21,0.15,-0.07
28061,0.25,0.18,-0.08
28063,0.28,0.16,-0.12
28065,0.26,0.2,-0.07
28067,0.23,0.2,-0.03
28069,0.25,0.22,-0.03
28071,0.21,0.13,-0.08
28073,0.16,0.11,-0.05
28075,0.22,0.17,-0.05
28077,0.21,0.18,-0.03
28079,0.25,0.27,0.02
28081,0.19,0.15,-0.05
28083,0.3,0.27,-0.04
28085,0.22,0.18,-0.04
28087,0.22,0.18,-0.04
28089,0.14,0.09,-0.05
28091,0.25,0.19,-0.06
28093,0.25,0.2,-0.05
28095,0.23,0.16,-0.07
28097,0.25,0.21,-0.04
28099,0.25,0.29,0.04
28101,0.23,0.18,-0.05
28103,0.28,0.25,-0.03
28105,0.25,0.15,-0.1
28107,0.25,0.19,-0.06
28109,0.22,0.16,-0.06
28111,0.23,0.17,-0.06
28113,0.25,0.16,-0.09
28115,0.21,0.18,-0.03
28117,0.22,0.17,-0.06
28119,0.26,0.21,-0.05
28121,0.15,0.11,-0.04
28123,0.25,0.28,0.03
28125,0.25,0.2,-0.05
28127,0.23,0.2,-0.03
28129,0.2,0.15,-0.06
28131,0.23,0.14,-0.09
28133,0.3,0.22,-0.09
28135,0.26,0.18,-0.08
28137,0.2,0.15,-0.05
28139,0.22,0.16,-0.06
28141,0.22,0.15,-0.07
28143,0.26,0.2,-0.06
28145,0.2,0.18,-0.02
28147,0.26,0.21,-0.05
28149,0.23,0.16,-0.07
28151,0.29,0.26,-0.03
28153,0.25,0.17,-0.08
28155,0.25,0.21,-0.05
28157,0.27,0.18,-0.1
28159,0.24,0.22,-0.02
28161,0.24,0.23,-0.01
28163,0.29,0.22,-0.07
29001,0.22,0.13,-0.09
29003,0.16,0.09,-0.07
29005,0.21,0.12,-0.09
29007,0.19,0.14,-0.05
29009,0.23,0.17,-0.06
29011,0.21,0.14,-0.07
29013,0.21,0.15,-0.06
29015,0.21,0.16,-0.05
29017,0.19,0.14,-0.05
29019,0.16,0.1,-0.06
29021,0.19,0.12,-0.07
29023,0.23,0.15,-0.08
29025,0.2,0.13,-0.07
29027,0.16,0.1,-0.06
29029,0.18,0.12,-0.06
29031,0.19,0.12,-0.07
29033,0.21,0.16,-0.05
29035,0.2,0.13,-0.07
29037,0.13,0.08,-0.06
29039,0.24,0.17,-0.07
29041,0.18,0.13,-0.05
29043,0.16,0.09,-0.07
29045,0.21,0.12,-0.09
29047,0.12,0.08,-0.04
29049,0.15,0.1,-0.05
29051,0.14,0.1,-0.05
29053,0.18,0.12,-0.06
29055,0.22,0.16,-0.06
29057,0.25,0.17,-0.08
29059,0.22,0.16,-0.06
29061,0.21,0.18,-0.03
29063,0.19,0.11,-0.08
29065,0.23,0.18,-0.05
29067,0.22,0.14,-0.08
29069,0.23,0.16,-0.07
29071,0.15,0.09,-0.07
29073,0.19,0.13,-0.07
29075,0.22,0.14,-0.08
29077,0.19,0.12,-0.07
29079,0.22,0.18,-0.04
29081,0.22,0.16,-0.06
29083,0.22,0.14,-0.08
29085,0.22,0.16,-0.06
29087,0.2,0.14,-0.06
29089,0.19,0.12,-0.08
29091,0.22,0.15,-0.07
29093,0.22,0.17,-0.05
29095,0.19,0.12,-0.07
29097,0.22,0.16,-0.06
29099,0.13,0.07,-0.07
29101,0.18,0.11,-0.07
29103,0.22,0.17,-0.06
29105,0.2,0.16,-0.04
29107,0.16,0.11,-0.05
29109,0.22,0.17,-0.05
29111,0.21,0.14,-0.08
29113,0.16,0.09,-0.07
29115,0.2,0.13,-0.07
29117,0.2,0.14,-0.06
29119,0.25,0.22,-0.04
29121,0.2,0.15,-0.05
29123,0.23,0.18,-0.05
29125,0.18,0.13,-0.05
29127,0.21,0.14,-0.08
29129,0.23,0.19,-0.04
29131,0.19,0.15,-0.04
29133,0.25,0.2,-0.05
29135,0.17,0.14,-0.03
29137,0.21,0.15,-0.06
29139,0.22,0.13,-0.09
29141,0.2,0.19,-0.01
29143,0.22,0.15,-0.08
29145,0.21,0.16,-0.05
29147,0.21,0.11,-0.1
29149,0.25,0.19,-0.07
29151,0.15,0.1,-0.05
29153,0.2,0.16,-0.04
29155,0.25,0.22,-0.03
29157,0.16,0.12,-0.04
29159,0.2,0.15,-0.05
29161,0.19,0.14,-0.05
29163,0.21,0.16,-0.05
29165,0.11,0.05,-0.06
29167,0.22,0.14,-0.08
29169,0.2,0.11,-0.09
29171,0.21,0.17,-0.04
29173,0.17,0.11,-0.06
29175,0.24,0.12,-0.12
29177,0.16,0.09,-0.07
29179,0.21,0.18,-0.04
29181,0.24,0.16,-0.08
29183,0.09,0.05,-0.05
29185,0.22,0.16,-0.06
29186,0.16,0.1,-0.06
29187,0.2,0.12,-0.08
29189,0.14,0.07,-0.07
29195,0.21,0.16,-0.05
29197,0.21,0.18,-0.03
29199,0.21,0.16,-0.05
29201,0.21,0.16,-0.05
29203,0.21,0.13,-0.08
29205,0.19,0.14,-0.05
29207,0.22,0.12,-0.1
29209,0.2,0.14,-0.07
29211,0.24,0.2,-0.04
29213,0.24,0.14,-0.1
29215,0.24,0.17,-0.07
29217,0.24,0.16,-0.08
29219,0.17,0.1,-0.07
29221,0.22,0.14,-0.08
29223,0.24,0.15,-0.09
29225,0.19,0.17,-0.02
29227,0.2,0.15,-0.05
29229,0.25,0.2,-0.05
29510,0.24,0.16,-0.08
30001,0.21,0.09,-0.12
30003,0.25,0.23,-0.02
30005,0.22,0.25,0.03
30007,0.18,0.09,-0.1
30009,0.17,0.08,-0.09
