FIPS,uninsured_rate_2013,uninsured_rate_2016,change
30011,0.2,0.14,-0.07
30013,0.2,0.09,-0.11
30015,0.19,0.18,-0.01
30017,0.22,0.09,-0.13
30019,0.18,0.13,-0.05
30021,0.19,0.09,-0.1
30023,0.21,0.09,-0.12
30025,0.19,0.07,-0.12
30027,0.22,0.09,-0.13
30029,0.21,0.08,-0.13
30031,0.18,0.06,-0.12
30033,0.17,0.13,-0.04
30035,0.29,0.25,-0.04
30037,0.19,0.1,-0.09
30039,0.17,0.08,-0.09
30041,0.23,0.14,-0.09
30043,0.12,0.06,-0.07
30045,0.2,0.09,-0.11
30047,0.26,0.19,-0.07
30049,0.15,0.06,-0.09
30051,0.16,0.11,-0.05
30053,0.25,0.11,-0.14
30055,0.18,0.11,-0.07
30057,0.19,0.08,-0.11
30059,0.19,0.1,-0.09
30061,0.22,0.1,-0.13
30063,0.21,0.07,-0.14
30065,0.22,0.1,-0.12
30067,0.2,0.09,-0.11
30069,0.2,0.11,-0.09
30071,0.2,0.16,-0.04
30073,0.21,0.12,-0.09
30075,0.2,0.09,-0.12
30077,0.2,0.09,-0.11
30079,0.19,0.09,-0.1
30081,0.2,0.08,-0.12
30083,0.2,0.09,-0.11
30085,0.24,0.22,-0.03
30087,0.23,0.17,-0.06
30089,0.24,0.14,-0.1
30091,0.2,0.13,-0.07
30093,0.19,0.09,-0.1
30095,0.16,0.06,-0.1
30097,0.2,0.08,-0.12
30099,0.19,0.09,-0.1
30101,0.19,0.09,-0.1
30103,0.18,0.14,-0.05
30105,0.18,0.11,-0.07
30107,0.19,0.13,-0.06
30109,0.2,0.09,-0.11
30111,0.17,0.07,-0.1
31001,0.16,0.09,-0.07
31003,0.17,0.08,-0.09
31005,0.13,0.08,-0.05
31007,0.13,0.09,-0.04
31009,0.15,0.12,-0.03
31011,0.15,0.07,-0.08
31013,0.16,0.07,-0.09
31015,0.16,0.09,-0.07
31017,0.18,0.11,-0.07
31019,0.15,0.07,-0.08
31021,0.16,0.11,-0.05
31023,0.13,0.07,-0.07
31025,0.12,0.05,-0.07
31027,0.16,0.08,-0.08
31029,0.17,0.1,-0.07
31031,0.17,0.1,-0.07
31033,0.16,0.07,-0.09
31035,0.16,0.09,-0.08
31037,0.22,0.14,-0.08
31039,0.15,0.11,-0.04
31041,0.17,0.08,-0.09
31043,0.22,0.15,-0.08
31045,0.21,0.1,-0.11
31047,0.2,0.13,-0.07
31049,0.16,0.1,-0.06
31051,0.18,0.12,-0.07
31053,0.16,0.1,-0.06
31055,0.14,0.07,-0.07
31057,0.17,0.09,-0.08
31059,0.15,0.06,-0.09
31061,0.17,0.08,-0.09
31063,0.17,0.08,-0.09
31065,0.18,0.11,-0.07
31067,0.15,0.08,-0.07
31069,0.17,0.08,-0.09
31071,0.16,0.09,-0.07
31073,0.15,0.09,-0.06
31075,0.14,0.1,-0.04
31077,0.17,0.07,-0.1
31079,0.17,0.11,-0.06
31081,0.13,0.06,-0.07
31083,0.15,0.08,-0.07
31085,0.17,0.12,-0.05
31087,0.19,0.08,-0.11
31089,0.16,0.09,-0.07
31091,0.18,0.08,-0.1
31093,0.15,0.07,-0.08
31095,0.17,0.09,-0.08
31097,0.16,0.09,-0.07
31099,0.13,0.07,-0.07
31101,0.17,0.09,-0.08
31103,0.15,0.1,-0.05
31103,0.15,0.1,-0.05
31105,0.19,0.1,-0.09
31107,0.17,0.13,-0.05
31109,0.13,0.06,-0.07
31111,0.16,0.08,-0.09
31113,0.13,0.06,-0.07
31115,0.15,0.07,-0.08
31117,0.13,0.08,-0.05
31119,0.16,0.1,-0.06
31121,0.16,0.08,-0.08
31123,0.2,0.11,-0.1
31125,0.17,0.07,-0.1
31127,0.16,0.07,-0.09
31129,0.18,0.09,-0.09
31131,0.15,0.07,-0.09
31133,0.18,0.09,-0.09
31135,0.16,0.08,-0.08
31137,0.14,0.07,-0.07
31139,0.16,0.09,-0.07
31141,0.16,0.09,-0.07
31143,0.15,0.07,-0.08
31145,0.18,0.08,-0.1
31147,0.18,0.1,-0.08
31149,0.16,0.09,-0.07
31151,0.18,0.1,-0.08
31153,0.1,0.04,-0.06
31155,0.11,0.05,-0.06
31157,0.19,0.11,-0.08
31159,0.12,0.06,-0.06
31161,0.21,0.14,-0.07
31163,0.16,0.08,-0.08
31165,0.16,0.08,-0.08
31167,0.15,0.07,-0.08
31169,0.14,0.08,-0.06
31171,0.14,0.1,-0.05
31173,0.24,0.21,-0.03
31175,0.15,0.08,-0.07
31177,0.1,0.05,-0.06
31179,0.18,0.08,-0.1
31181,0.18,0.09,-0.09
31183,0.15,0.08,-0.07
31185,0.14,0.08,-0.06
32001,0.21,0.13,-0.08
32003,0.2,0.09,-0.11
32005,0.16,0.08,-0.08
32007,0.17,0.1,-0.07
32009,0.23,0.24,0.01
32011,0.17,0.07,-0.1
32013,0.2,0.14,-0.06
32015,0.21,0.14,-0.07
32017,0.19,0.13,-0.06
32019,0.22,0.13,-0.09
32021,0.24,0.14,-0.1
32023,0.23,0.14,-0.09
32027,0.22,0.14,-0.08
32029,0.17,0.1,-0.07
32031,0.19,0.1,-0.09
32033,0.22,0.12,-0.1
32510,0.21,0.1,-0.11
33001,0.13,0.05,-0.08
33003,0.14,0.05,-0.09
33005,0.14,0.05,-0.09
33007,0.17,0.07,-0.1
33009,0.15,0.05,-0.1
33011,0.11,0.04,-0.07
33013,0.11,0.04,-0.07
33015,0.09,0.03,-0.06
33017,0.13,0.04,-0.09
33019,0.14,0.05,-0.09
34001,0.15,0.07,-0.08
34003,0.1,0.03,-0.07
34005,0.1,0.03,-0.07
34007,0.14,0.05,-0.09
34009,0.13,0.05,-0.08
34011,0.2,0.08,-0.12
34013,0.17,0.06,-0.11
34015,0.1,0.03,-0.07
34017,0.17,0.08,-0.09
34019,0.06,0.02,-0.04
34021,0.12,0.05,-0.07
34023,0.12,0.04,-0.08
34025,0.09,0.03,-0.06
34027,0.07,0.02,-0.05
34029,0.11,0.04,-0.08
34031,0.17,0.07,-0.1
34033,0.13,0.04,-0.09
34035,0.08,0.03,-0.06
34037,0.08,0.02,-0.06
34039,0.15,0.05,-0.1
34041,0.09,0.03,-0.06
35001,0.2,0.08,-0.12
35003,0.19,0.12,-0.07
35005,0.26,0.13,-0.13
35006,0.33,0.15,-0.18
35007,0.26,0.1,-0.16
35009,0.23,0.13,-0.11
35011,0.2,0.13,-0.07
35013,0.27,0.11,-0.16
35015,0.23,0.11,-0.12
35017,0.26,0.09,-0.17
35019,0.29,0.08,-0.21
35021,0.23,0.11,-0.12
35023,0.31,0.11,-0.2
35025,0.24,0.14,-0.1
35027,0.18,0.1,-0.08
35028,0.07,0.03,-0.04
35029,0.3,0.16,-0.14
35031,0.31,0.24,-0.07
35033,0.27,0.07,-0.21
35035,0.24,0.13,-0.12
35037,0.25,0.13,-0.12
35039,0.28,0.11,-0.17
35041,0.28,0.14,-0.14
35043,0.17,0.07,-0.1
35045,0.23,0.15,-0.08
35047,0.31,0.09,-0.22
35049,0.19,0.08,-0.11
35051,0.23,0.11,-0.12
35053,0.28,0.11,-0.17
35055,0.28,0.1,-0.18
35057,0.25,0.11,-0.15
35059,0.23,0.09,-0.14
35061,0.24,0.1,-0.15
36001,0.11,0.05,-0.06
36003,0.16,0.07,-0.09
36005,0.17,0.11,-0.06
36007,0.14,0.06,-0.08
36009,0.16,0.07,-0.09
36011,0.13,0.06,-0.07
36013,0.14,0.07,-0.08
36015,0.14,0.05,-0.09
36017,0.15,0.07,-0.09
36019,0.14,0.06,-0.08
36021,0.12,0.06,-0.07
36023,0.12,0.06,-0.06
36025,0.15,0.07,-0.08
36027,0.1,0.05,-0.05
36029,0.12,0.05,-0.07
36031,0.14,0.06,-0.08
36033,0.16,0.08,-0.08
36035,0.16,0.07,-0.09
36037,0.13,0.05,-0.09
36039,0.14,0.06,-0.08
36041,0.12,0.06,-0.06
36043,0.14,0.06,-0.08
36045,0.14,0.07,-0.07
36047,0.13,0.08,-0.05
36049,0.14,0.07,-0.07
36051,0.11,0.05,-0.06
36053,0.12,0.07,-0.05
36055,0.12,0.05,-0.07
36057,0.16,0.08,-0.08
36059,0.09,0.03,-0.06
36061,0.09,0.08,-0.02
36063,0.12,0.05,-0.07
36065,0.13,0.07,-0.06
36067,0.12,0.06,-0.06
36069,0.1,0.04,-0.06
36071,0.1,0.05,-0.05
36073,0.15,0.06,-0.1
36075,0.14,0.06,-0.08
36077,0.15,0.06,-0.09
36079,0.07,0.03,-0.04
36081,0.13,0.08,-0.05
36083,0.1,0.05,-0.05
36085,0.09,0.04,-0.05
36087,0.09,0.04,-0.05
36089,0.16,0.07,-0.09
36091,0.08,0.04,-0.04
36093,0.12,0.06,-0.06
36095,0.11,0.06,-0.05
36097,0.14,0.06,-0.08
36099,0.13,0.07,-0.06
36101,0.15,0.06,-0.09
36103,0.09,0.04,-0.06
36105,0.16,0.07,-0.09
36107,0.13,0.05,-0.08
36109,0.13,0.05,-0.08
36111,0.13,0.05,-0.08
36113,0.12,0.05,-0.07
36115,0.13,0.06,-0.07
36117,0.12,0.04,-0.08
36119,0.1,0.05,-0.05
36121,0.1,0.04,-0.06
36123,0.15,0.08,-0.07
37001,0.19,0.13,-0.06
37003,0.19,0.11,-0.08
37005,0.2,0.16,-0.04
37007,0.26,0.16,-0.1
37009,0.2,0.14,-0.06
37011,0.19,0.14,-0.05
37013,0.22,0.16,-0.06
37015,0.26,0.16,-0.1
37017,0.26,0.15,-0.11
37019,0.18,0.1,-0.08
37021,0.19,0.11,-0.08
37023,0.21,0.14,-0.07
37025,0.15,0.08,-0.07
37027,0.2,0.14,-0.06
37029,0.14,0.07,-0.07
37031,0.17,0.11,-0.07
37033,0.21,0.13,-0.08
37035,0.18,0.12,-0.07
37037,0.15,0.09,-0.06
37039,0.21,0.15,-0.06
37041,0.23,0.15,-0.08
37043,0.22,0.15,-0.07
37045,0.21,0.13,-0.08
37047,0.26,0.17,-0.09
37049,0.19,0.11,-0.08
37051,0.2,0.14,-0.06
37053,0.16,0.09,-0.08
37055,0.17,0.08,-0.09
37057,0.18,0.11,-0.08
37059,0.14,0.08,-0.06
37061,0.26,0.19,-0.07
37063,0.18,0.11,-0.08
37065,0.25,0.17,-0.08
37067,0.17,0.1,-0.07
37069,0.2,0.11,-0.09
37071,0.2,0.11,-0.09
37073,0.2,0.12,-0.08
37075,0.2,0.16,-0.04
37077,0.17,0.09,-0.08
37079,0.24,0.17,-0.07
37081,0.18,0.11,-0.07
37083,0.26,0.19,-0.08
37085,0.2,0.13,-0.07
37087,0.2,0.13,-0.07
37089,0.17,0.11,-0.06
37091,0.25,0.18,-0.07
37093,0.23,0.21,-0.02
37095,0.23,0.14,-0.09
37097,0.16,0.09,-0.07
37099,0.22,0.17,-0.05
37101,0.17,0.1,-0.07
37103,0.2,0.12,-0.08
37105,0.19,0.15,-0.04
37107,0.23,0.14,-0.09
37109,0.17,0.11,-0.07
37111,0.21,0.12,-0.09
37113,0.21,0.16,-0.05
37115,0.2,0.13,-0.07
37117,0.24,0.15,-0.09
37119,0.17,0.09,-0.08
37121,0.19,0.14,-0.06
37123,0.22,0.17,-0.05
37125,0.18,0.1,-0.08
37127,0.21,0.13,-0.08
37129,0.18,0.1,-0.09
37131,0.24,0.14,-0.1
37133,0.18,0.1,-0.08
37135,0.15,0.07,-0.08
37137,0.19,0.12,-0.07
37139,0.23,0.15,-0.09
37141,0.19,0.11,-0.08
37143,0.21,0.14,-0.07
37145,0.18,0.11,-0.07
37147,0.2,0.11,-0.09
37149,0.2,0.12,-0.08
37151,0.19,0.12,-0.07
37153,0.24,0.16,-0.08
37155,0.28,0.35,0.07
37157,0.2,0.12,-0.08
37159,0.2,0.13,-0.07
37161,0.22,0.14,-0.08
37163,0.24,0.22,-0.02
37165,0.25,0.22,-0.03
37167,0.18,0.1,-0.08
37169,0.16,0.08,-0.08
37171,0.21,0.16,-0.05
37173,0.25,0.22,-0.03
37175,0.18,0.11,-0.07
37177,0.26,0.18,-0.08
37179,0.12,0.07,-0.05
37181,0.24,0.18,-0.06
37183,0.13,0.07,-0.06
37185,0.24,0.2,-0.04
37187,0.25,0.15,-0.1
37189,0.21,0.11,-0.1
37191,0.21,0.15,-0.06
37193,0.2,0.15,-0.05
37195,0.22,0.16,-0.06
37197,0.17,0.12,-0.05
37199,0.19,0.1,-0.09
38001,0.15,0.08,-0.07
38003,0.14,0.08,-0.07
38005,0.21,0.24,0.03
38007,0.15,0.08,-0.07
38009,0.15,0.09,-0.06
38011,0.15,0.07,-0.08
38013,0.14,0.1,-0.04
38015,0.11,0.06,-0.05
38017,0.11,0.06,-0.05
38019,0.14,0.08,-0.06
38021,0.15,0.1,-0.05
38023,0.16,0.1,-0.06
38025,0.15,0.11,-0.04
38027,0.16,0.12,-0.04
38029,0.15,0.11,-0.04
38031,0.13,0.1,-0.03
38033,0.16,0.08,-0.08
38035,0.14,0.08,-0.06
38037,0.15,0.11,-0.04
38039,0.14,0.08,-0.06
38041,0.15,0.09,-0.07
38043,0.15,0.11,-0.04
38045,0.14,0.09,-0.06
38047,0.14,0.1,-0.04
38049,0.16,0.1,-0.06
38051,0.15,0.1,-0.05
38053,0.17,0.13,-0.04
38055,0.13,0.1,-0.03
38057,0.12,0.08,-0.04
38059,0.13,0.07,-0.06
38061,0.18,0.16,-0.02
38063,0.13,0.1,-0.03
38065,0.12,0.07,-0.05
38067,0.13,0.07,-0.06
38069,0.14,0.09,-0.05
38071,0.14,0.1,-0.04
38073,0.14,0.07,-0.07
38075,0.14,0.06,-0.08
38077,0.14,0.08,-0.07
38079,0.22,0.25,0.03
38081,0.13,0.08,-0.05
38083,0.16,0.12,-0.04
38085,0.25,0.36,0.11
38087,0.12,0.08,-0.04
38089,0.14,0.08,-0.06
38091,0.14,0.07,-0.07
38093,0.13,0.08,-0.06
38095,0.15,0.08,-0.07
38095,0.15,0.08,-0.07
38097,0.13,0.07,-0.06
38099,0.15,0.09,-0.06
38101,0.13,0.07,-0.06
38103,0.14,0.08,-0.06
38105,0.14,0.08,-0.06
39001,0.19,0.07,-0.12
39003,0.16,0.06,-0.1
39005,0.15,0.05,-0.1
39007,0.18,0.06,-0.12
39009,0.22,0.06,-0.16
39011,0.13,0.04,-0.09
39013,0.17,0.06,-0.12
39015,0.16,0.06,-0.1
39017,0.13,0.04,-0.09
39019,0.15,0.06,-0.09
39021,0.15,0.05,-0.1
39023,0.16,0.06,-0.1
39025,0.12,0.03,-0.09
39027,0.16,0.05,-0.11
39029,0.18,0.06,-0.12
39031,0.2,0.08,-0.12
39033,0.18,0.06,-0.12
39035,0.18,0.05,-0.13
39037,0.14,0.05,-0.09
39039,0.15,0.06,-0.09
39041,0.06,0.02,-0.04
39043,0.15,0.05,-0.1
39045,0.12,0.03,-0.09
39047,0.17,0.07,-0.1
39049,0.16,0.05,-0.11
39051,0.12,0.05,-0.07
39053,0.18,0.06,-0.12
39055,0.09,0.03,-0.06
39057,0.12,0.04,-0.08
39059,0.19,0.06,-0.13
39061,0.15,0.05,-0.1
39063,0.14,0.05,-0.09
39065,0.19,0.07,-0.12
39067,0.19,0.06,-0.13
39069,0.15,0.05,-0.1
39071,0.19,0.07,-0.12
39073,0.17,0.07,-0.11
39075,0.18,0.18,0.0
39077,0.16,0.05,-0.12
39079,0.19,0.08,-0.11
39081,0.18,0.06,-0.12
39083,0.17,0.06,-0.11
39085,0.12,0.04,-0.08
39087,0.19,0.07,-0.12
39089,0.13,0.04,-0.09
39091,0.15,0.06,-0.09
39093,0.14,0.05,-0.1
39095,0.19,0.05,-0.14
39097,0.13,0.05,-0.09
39099,0.18,0.05,-0.13
39101,0.17,0.06,-0.11
39103,0.09,0.03,-0.07
39105,0.2,0.06,-0.14
39107,0.13,0.04,-0.09
39109,0.13,0.04,-0.09
39111,0.17,0.07,-0.1
39113,0.17,0.06,-0.11
39115,0.19,0.07,-0.12
39117,0.15,0.05,-0.1
39119,0.16,0.06,-0.1
39121,0.17,0.06,-0.11
39123,0.13,0.05,-0.08
39125,0.14,0.05,-0.09
39127,0.18,0.06,-0.12
39129,0.14,0.05,-0.09
39131,0.23,0.07,-0.16
39133,0.14,0.04,-0.1
39135,0.14,0.05,-0.09
39137,0.11,0.04,-0.07
39139,0.17,0.06,-0.12
39141,0.18,0.06,-0.13
39143,0.15,0.05,-0.1
39145,0.21,0.07,-0.14
39147,0.16,0.06,-0.1
39149,0.13,0.05,-0.08
39151,0.16,0.05,-0.11
39153,0.15,0.05,-0.1
39155,0.17,0.05,-0.12
39157,0.16,0.05,-0.11
39159,0.1,0.03,-0.07
39161,0.14,0.05,-0.09
39163,0.19,0.07,-0.13
39165,0.08,0.03,-0.05
39167,0.16,0.05,-0.11
39169,0.15,0.06,-0.09
39171,0.15,0.05,-0.1
39173,0.13,0.04,-0.09
39175,0.15,0.05,-0.1
40001,0.27,0.28,0.01
40003,0.2,0.12,-0.08
40005,0.25,0.27,0.02
40007,0.18,0.19,0.01
40009,0.22,0.19,-0.03
40011,0.22,0.21,-0.02
40013,0.26,0.23,-0.04
40015,0.22,0.31,0.09
40017,0.15,0.09,-0.06
40019,0.24,0.25,0.01
40021,0.26,0.25,-0.01
40023,0.27,0.32,0.05
40025,0.22,0.22,0.0
40027,0.17,0.09,-0.08
40029,0.23,0.29,0.06
40031,0.21,0.19,-0.02
40033,0.21,0.23,0.02
40035,0.22,0.22,0.0
40037,0.22,0.18,-0.04
40039,0.24,0.23,-0.01
40041,0.24,0.22,-0.02
40043,0.19,0.2,0.01
40045,0.2,0.14,-0.06
40047,0.21,0.14,-0.07
40049,0.25,0.23,-0.02
40051,0.18,0.17,-0.01
40053,0.21,0.14,-0.07
40055,0.24,0.21,-0.03
40057,0.25,0.31,0.06
40059,0.21,0.16,-0.05
40061,0.26,0.28,0.02
40063,0.25,0.25,-0.01
40065,0.22,0.19,-0.03
40067,0.23,0.28,0.05
40069,0.24,0.25,0.01
40071,0.22,0.21,-0.02
40073,0.2,0.2,0.0
40075,0.23,0.23,0.0
40077,0.26,0.21,-0.05
40079,0.28,0.27,-0.01
40081,0.22,0.19,-0.03
40083,0.2,0.12,-0.09
40085,0.25,0.25,0.0
40087,0.17,0.14,-0.03
40089,0.27,0.26,-0.01
40091,0.24,0.25,0.01
40093,0.2,0.16,-0.04
40095,0.26,0.25,-0.01
40097,0.22,0.2,-0.03
40099,0.24,0.21,-0.03
40101,0.24,0.22,-0.02
40103,0.19,0.15,-0.04
40105,0.24,0.21,-0.03
40107,0.26,0.29,0.03
40109,0.21,0.15,-0.06
40111,0.25,0.23,-0.02
40113,0.21,0.17,-0.04
40115,0.25,0.26,0.01
40117,0.24,0.18,-0.06
40119,0.22,0.13,-0.09
40121,0.23,0.22,-0.01
40123,0.24,0.22,-0.02
40125,0.22,0.2,-0.02
40127,0.26,0.29,0.03
40129,0.2,0.18,-0.02
40131,0.15,0.12,-0.03
40133,0.27,0.26,-0.01
40135,0.25,0.21,-0.04
40137,0.21,0.22,0.01
40139,0.25,0.23,-0.02
40141,0.27,0.28,0.01
40143,0.19,0.16,-0.04
40145,0.16,0.12,-0.04
40147,0.2,0.18,-0.02
40149,0.22,0.19,-0.03
40151,0.22,0.12,-0.1
40153,0.21,0.17,-0.04
41001,0.22,0.07,-0.15
41003,0.17,0.05,-0.12
41005,0.13,0.04,-0.09
41007,0.2,0.07,-0.13
41009,0.16,0.05,-0.11
41011,0.21,0.09,-0.12
41013,0.2,0.07,-0.13
41015,0.21,0.08,-0.14
41017,0.17,0.05,-0.12
41019,0.21,0.09,-0.12
41021,0.2,0.08,-0.12
41023,0.22,0.08,-0.14
41025,0.23,0.1,-0.14
41027,0.2,0.07,-0.13
41029,0.21,0.07,-0.14
41031,0.23,0.12,-0.11
41033,0.22,0.07,-0.15
41035,0.23,0.09,-0.14
41037,0.24,0.08,-0.16
41039,0.2,0.06,-0.14
41041,0.21,0.07,-0.14
41043,0.18,0.07,-0.11
41045,0.26,0.1,-0.16
41047,0.2,0.08,-0.12
41049,0.22,0.1,-0.12
41051,0.18,0.06,-0.12
41053,0.16,0.05,-0.11
41055,0.18,0.07,-0.11
41057,0.19,0.07,-0.12
41059,0.22,0.1,-0.13
41061,0.2,0.08,-0.12
41063,0.21,0.07,-0.14
41065,0.21,0.09,-0.12
41067,0.14,0.05,-0.09
41069,0.18,0.07,-0.11
41071,0.17,0.06,-0.11
42001,0.12,0.05,-0.07
42003,0.13,0.04,-0.09
42005,0.15,0.05,-0.1
42007,0.13,0.04,-0.09
42009,0.15,0.07,-0.08
42011,0.14,0.07,-0.08
42013,0.16,0.05,-0.11
42015,0.17,0.07,-0.1
42017,0.08,0.02,-0.06
42019,0.11,0.04,-0.08
42021,0.16,0.05,-0.12
42023,0.17,0.08,-0.09
42025,0.15,0.05,-0.1
42027,0.15,0.06,-0.09
42029,0.08,0.03,-0.05
42031,0.17,0.07,-0.1
42033,0.18,0.06,-0.12
42035,0.18,0.07,-0.11
42037,0.16,0.05,-0.11
42039,0.18,0.07,-0.11
42041,0.11,0.04,-0.07
42043,0.14,0.06,-0.08
42045,0.12,0.04,-0.08
42047,0.16,0.05,-0.11
42049,0.15,0.05,-0.1
42051,0.18,0.06,-0.12
42053,0.15,0.07,-0.08
42055,0.14,0.06,-0.08
42057,0.17,0.07,-0.1
42059,0.16,0.05,-0.11
42061,0.16,0.05,-0.11
42063,0.18,0.06,-0.12
42065,0.18,0.06,-0.12
42067,0.14,0.08,-0.06
42069,0.15,0.05,-0.1
42071,0.13,0.08,-0.05
42073,0.16,0.05,-0.11
42075,0.14,0.06,-0.08
42077,0.15,0.06,-0.09
42079,0.16,0.06,-0.11
42081,0.16,0.07,-0.09
42083,0.17,0.07,-0.11
42085,0.16,0.06,-0.1
42087,0.17,0.09,-0.08
42089,0.17,0.05,-0.12
42091,0.09,0.03,-0.06
42093,0.14,0.05,-0.09
42095,0.13,0.04,-0.09
42097,0.17,0.08,-0.1
42099,0.12,0.05,-0.07
42101,0.19,0.08,-0.11
42103,0.16,0.05,-0.11
42105,0.15,0.07,-0.08
42107,0.15,0.05,-0.1
42109,0.13,0.08,-0.05
42111,0.15,0.05,-0.1
42113,0.14,0.06,-0.08
42115,0.17,0.05,-0.12
42117,0.17,0.07,-0.1
42119,0.14,0.07,-0.08
42121,0.16,0.06,-0.1
42123,0.16,0.07,-0.1
42125,0.12,0.04,-0.08
42127,0.15,0.05,-0.1
42129,0.12,0.04,-0.08
42131,0.14,0.05,-0.09
42133,0.12,0.05,-0.07
44001,0.1,0.03,-0.07
44003,0.11,0.03,-0.08
44005,0.1,0.03,-0.07
44007,0.16,0.06,-0.1
44009,0.09,0.03,-0.06
45001,0.23,0.14,-0.09
45003,0.19,0.12,-0.07
45005,0.29,0.13,-0.16
45007,0.19,0.14,-0.05
45009,0.26,0.14,-0.12
45011,0.25,0.16,-0.09
45013,0.17,0.1,-0.07
45015,0.19,0.11,-0.08
45017,0.24,0.12,-0.12
45019,0.18,0.1,-0.08
45021,0.24,0.16,-0.08
45023,0.25,0.14,-0.11
45025,0.26,0.16,-0.1
45027,0.28,0.14,-0.14
45029,0.24,0.18,-0.06
45031,0.25,0.13,-0.12
45033,0.28,0.22,-0.06
45035,0.17,0.09,-0.08
45037,0.21,0.11,-0.1
45039,0.22,0.14,-0.08
45041,0.22,0.12,-0.1
45043,0.22,0.15,-0.08
45045,0.17,0.11,-0.06
45047,0.22,0.14,-0.08
45049,0.25,0.17,-0.09
45051,0.23,0.13,-0.1
45053,0.24,0.17,-0.07
45055,0.2,0.12,-0.08
45057,0.21,0.12,-0.09
45059,0.22,0.15,-0.07
45061,0.28,0.14,-0.14
45063,0.16,0.09,-0.07
45065,0.22,0.1,-0.12
45067,0.26,0.19,-0.08
45069,0.29,0.19,-0.1
45071,0.21,0.15,-0.06
45073,0.19,0.13,-0.06
45075,0.27,0.17,-0.1
45077,0.19,0.11,-0.08
45079,0.18,0.1,-0.09
45081,0.24,0.16,-0.09
45083,0.19,0.13,-0.06
45085,0.23,0.15,-0.08
45087,0.25,0.16,-0.1
45089,0.29,0.17,-0.12
45091,0.16,0.08,-0.08
46003,0.17,0.09,-0.08
46005,0.17,0.12,-0.05
46007,0.26,0.23,-0.03
46009,0.17,0.09,-0.08
46011,0.16,0.09,-0.07
46013,0.15,0.08,-0.07
46015,0.18,0.11,-0.07
46017,0.31,0.32,0.01
46019,0.24,0.12,-0.13
46021,0.18,0.1,-0.08
46023,0.21,0.19,-0.02
46025,0.17,0.09,-0.08
46027,0.2,0.09,-0.11
46029,0.15,0.1,-0.06
46031,0.3,0.27,-0.03
46033,0.17,0.08,-0.09
46035,0.17,0.09,-0.08
46037,0.2,0.12,-0.08
46039,0.18,0.1,-0.08
46041,0.26,0.27,0.01
46043,0.17,0.12,-0.05
46045,0.15,0.08,-0.07
46047,0.22,0.11,-0.11
46049,0.17,0.1,-0.08
46051,0.15,0.11,-0.04
46053,0.21,0.16,-0.06
46055,0.18,0.11,-0.07
46057,0.16,0.09,-0.07
46059,0.15,0.09,-0.06
46061,0.15,0.09,-0.06
46063,0.18,0.1,-0.08
46065,0.13,0.08,-0.05
46067,0.17,0.13,-0.04
46069,0.16,0.12,-0.04
46071,0.29,0.18,-0.12
46073,0.16,0.09,-0.07
46075,0.3,0.14,-0.16
46077,0.15,0.09,-0.06
46079,0.16,0.08,-0.09
46081,0.19,0.1,-0.09
46083,0.09,0.05,-0.04
46085,0.24,0.19,-0.05
