FIPS,uninsured_rate_2013,uninsured_rate_2016,change
46087,0.15,0.08,-0.07
46089,0.16,0.12,-0.04
46091,0.18,0.15,-0.03
46093,0.18,0.1,-0.09
46095,0.26,0.21,-0.05
46097,0.18,0.09,-0.1
46099,0.14,0.07,-0.07
46101,0.17,0.12,-0.05
46103,0.18,0.1,-0.08
46105,0.19,0.15,-0.04
46107,0.2,0.11,-0.09
46109,0.22,0.19,-0.03
46111,0.18,0.09,-0.09
46113,0.34,0.33,-0.01
46115,0.16,0.09,-0.07
46117,0.16,0.1,-0.06
46119,0.15,0.11,-0.04
46121,0.32,0.32,0.0
46123,0.2,0.16,-0.04
46125,0.14,0.08,-0.06
46127,0.11,0.06,-0.05
46129,0.19,0.12,-0.07
46135,0.15,0.09,-0.06
46137,0.34,0.21,-0.13
47001,0.16,0.09,-0.07
47003,0.18,0.14,-0.04
47005,0.2,0.13,-0.07
47007,0.21,0.15,-0.06
47009,0.14,0.1,-0.04
47011,0.17,0.12,-0.06
47013,0.2,0.13,-0.07
47015,0.18,0.11,-0.07
47017,0.2,0.12,-0.08
47019,0.2,0.12,-0.08
47021,0.12,0.07,-0.05
47023,0.18,0.11,-0.07
47025,0.2,0.13,-0.08
47027,0.21,0.13,-0.08
47029,0.2,0.15,-0.05
47031,0.17,0.12,-0.06
47033,0.2,0.13,-0.07
47035,0.18,0.12,-0.06
47037,0.17,0.12,-0.05
47039,0.21,0.14,-0.07
47041,0.19,0.14,-0.05
47043,0.16,0.09,-0.07
47045,0.18,0.13,-0.06
47047,0.15,0.07,-0.08
47049,0.2,0.12,-0.08
47051,0.16,0.11,-0.05
47053,0.19,0.12,-0.07
47055,0.19,0.12,-0.07
47057,0.18,0.13,-0.05
47059,0.19,0.12,-0.08
47061,0.21,0.12,-0.09
47063,0.18,0.12,-0.06
47065,0.16,0.11,-0.05
47067,0.22,0.18,-0.05
47069,0.23,0.15,-0.08
47071,0.2,0.16,-0.05
47073,0.17,0.12,-0.06
47075,0.24,0.17,-0.08
47077,0.2,0.12,-0.08
47079,0.19,0.13,-0.06
47081,0.19,0.11,-0.08
47083,0.19,0.1,-0.1
47085,0.18,0.12,-0.07
47087,0.21,0.13,-0.08
47089,0.18,0.1,-0.08
47091,0.21,0.12,-0.09
47093,0.14,0.09,-0.05
47095,0.23,0.16,-0.07
47097,0.22,0.14,-0.08
47099,0.19,0.13,-0.07
47101,0.21,0.13,-0.09
47103,0.16,0.13,-0.03
47105,0.14,0.11,-0.03
47107,0.17,0.13,-0.04
47109,0.2,0.11,-0.09
47111,0.2,0.12,-0.08
47113,0.18,0.14,-0.04
47115,0.18,0.1,-0.08
47117,0.17,0.12,-0.06
47119,0.15,0.1,-0.05
47121,0.2,0.14,-0.06
47121,0.2,0.14,-0.06
47123,0.19,0.15,-0.04
47125,0.16,0.08,-0.08
47127,0.15,0.09,-0.06
47129,0.19,0.13,-0.06
47131,0.18,0.13,-0.05
47133,0.19,0.1,-0.09
47135,0.21,0.13,-0.08
47137,0.17,0.1,-0.07
47139,0.19,0.13,-0.06
47141,0.19,0.13,-0.06
47143,0.2,0.12,-0.08
47145,0.16,0.11,-0.05
47147,0.14,0.09,-0.05
47149,0.14,0.07,-0.07
47151,0.23,0.12,-0.12
47153,0.19,0.11,-0.08
47155,0.18,0.15,-0.03
47157,0.18,0.12,-0.06
47159,0.17,0.08,-0.09
47161,0.18,0.1,-0.08
47163,0.15,0.1,-0.06
47165,0.12,0.07,-0.05
47167,0.15,0.08,-0.07
47169,0.18,0.09,-0.09
47171,0.18,0.11,-0.07
47173,0.18,0.13,-0.05
47175,0.19,0.11,-0.08
47177,0.19,0.15,-0.04
47179,0.15,0.09,-0.06
47181,0.22,0.14,-0.08
47183,0.2,0.11,-0.09
47185,0.19,0.12,-0.07
47187,0.06,0.04,-0.02
47189,0.1,0.06,-0.04
48001,0.26,0.17,-0.09
48003,0.26,0.2,-0.06
48005,0.22,0.17,-0.05
48007,0.24,0.14,-0.1
48009,0.15,0.12,-0.03
48011,0.17,0.14,-0.03
48013,0.28,0.16,-0.12
48015,0.19,0.13,-0.06
48017,0.3,0.25,-0.05
48019,0.18,0.14,-0.05
48021,0.21,0.14,-0.07
48023,0.23,0.15,-0.08
48025,0.3,0.17,-0.13
48027,0.19,0.12,-0.08
48029,0.22,0.13,-0.09
48031,0.19,0.12,-0.07
48033,0.17,0.11,-0.06
48035,0.24,0.15,-0.09
48037,0.23,0.14,-0.09
48039,0.17,0.1,-0.07
48041,0.2,0.12,-0.08
48043,0.3,0.14,-0.16
48045,0.23,0.3,0.07
48047,0.38,0.22,-0.16
48049,0.23,0.18,-0.05
48051,0.22,0.15,-0.07
48053,0.2,0.13,-0.07
48055,0.26,0.16,-0.1
48057,0.27,0.18,-0.09
48059,0.22,0.17,-0.05
48061,0.36,0.28,-0.08
48063,0.27,0.2,-0.07
48065,0.16,0.1,-0.06
48067,0.25,0.16,-0.09
48069,0.3,0.28,-0.02
48071,0.16,0.08,-0.08
48073,0.26,0.19,-0.07
48075,0.25,0.15,-0.1
48077,0.2,0.12,-0.09
48079,0.33,0.3,-0.03
48081,0.22,0.18,-0.04
48083,0.27,0.18,-0.09
48085,0.11,0.05,-0.06
48087,0.26,0.31,0.05
48089,0.24,0.16,-0.08
48091,0.15,0.09,-0.07
48093,0.26,0.22,-0.04
48095,0.2,0.14,-0.06
48097,0.21,0.15,-0.06
48099,0.2,0.12,-0.08
48101,0.21,0.27,0.06
48103,0.3,0.17,-0.13
48105,0.26,0.18,-0.08
48107,0.3,0.22,-0.08
48109,0.39,0.26,-0.14
48111,0.3,0.31,0.01
48113,0.24,0.16,-0.08
48115,0.3,0.23,-0.07
48117,0.3,0.24,-0.06
48119,0.24,0.19,-0.05
48121,0.12,0.06,-0.06
48123,0.24,0.16,-0.08
48125,0.24,0.2,-0.04
48127,0.37,0.18,-0.19
48129,0.21,0.16,-0.05
48131,0.33,0.21,-0.12
48133,0.26,0.21,-0.06
48135,0.29,0.22,-0.07
48137,0.29,0.22,-0.07
48139,0.17,0.11,-0.06
48141,0.3,0.22,-0.09
48143,0.26,0.2,-0.06
48145,0.29,0.17,-0.12
48147,0.23,0.16,-0.07
48149,0.19,0.12,-0.07
48151,0.26,0.19,-0.07
48153,0.29,0.23,-0.07
48155,0.29,0.3,0.01
48157,0.14,0.07,-0.07
48159,0.24,0.14,-0.1
48161,0.22,0.15,-0.08
48163,0.33,0.19,-0.14
48165,0.25,0.28,0.03
48167,0.18,0.1,-0.08
48169,0.26,0.19,-0.07
48171,0.18,0.12,-0.06
48173,0.14,0.09,-0.05
48175,0.2,0.12,-0.08
48177,0.29,0.23,-0.07
48179,0.25,0.22,-0.03
48181,0.22,0.13,-0.09
48183,0.23,0.17,-0.06
48185,0.23,0.15,-0.08
48187,0.17,0.1,-0.07
48189,0.3,0.26,-0.05
48191,0.28,0.27,-0.02
48193,0.24,0.18,-0.06
48195,0.25,0.23,-0.02
48197,0.27,0.22,-0.05
48199,0.2,0.11,-0.09
48201,0.22,0.15,-0.07
48203,0.22,0.16,-0.06
48205,0.14,0.1,-0.04
48207,0.29,0.23,-0.06
48209,0.18,0.1,-0.08
48211,0.19,0.18,-0.01
48213,0.26,0.15,-0.11
48215,0.37,0.31,-0.07
48217,0.25,0.19,-0.06
48219,0.26,0.2,-0.06
48221,0.19,0.13,-0.06
48223,0.24,0.19,-0.05
48225,0.27,0.2,-0.07
48227,0.28,0.2,-0.08
48229,0.34,0.27,-0.07
48231,0.22,0.16,-0.06
48233,0.23,0.19,-0.04
48235,0.23,0.15,-0.08
48237,0.24,0.17,-0.07
48239,0.22,0.16,-0.06
48241,0.27,0.18,-0.09
48243,0.23,0.14,-0.09
48245,0.26,0.17,-0.09
48247,0.36,0.18,-0.18
48249,0.31,0.2,-0.11
48251,0.19,0.11,-0.08
48253,0.26,0.18,-0.09
48255,0.28,0.16,-0.13
48257,0.17,0.11,-0.07
48259,0.14,0.07,-0.07
48261,0.28,0.15,-0.13
48263,0.24,0.15,-0.09
48265,0.22,0.14,-0.08
48267,0.26,0.21,-0.06
48269,0.14,0.08,-0.06
48271,0.32,0.17,-0.15
48273,0.33,0.19,-0.14
48275,0.27,0.25,-0.02
48277,0.22,0.18,-0.04
48279,0.31,0.27,-0.04
48281,0.23,0.15,-0.08
48283,0.35,0.22,-0.13
48285,0.21,0.15,-0.06
48287,0.19,0.14,-0.05
48289,0.21,0.18,-0.03
48291,0.23,0.16,-0.07
48293,0.27,0.18,-0.09
48295,0.21,0.2,-0.01
48297,0.25,0.16,-0.09
48299,0.2,0.13,-0.08
48301,0.25,0.11,-0.14
48303,0.22,0.13,-0.09
48305,0.25,0.2,-0.05
48307,0.27,0.18,-0.09
48309,0.22,0.16,-0.06
48311,0.23,0.14,-0.09
48313,0.24,0.19,-0.05
48315,0.26,0.17,-0.09
48317,0.25,0.19,-0.06
48319,0.2,0.17,-0.04
48321,0.28,0.16,-0.12
48323,0.36,0.33,-0.03
48325,0.25,0.14,-0.11
48327,0.22,0.19,-0.03
48329,0.2,0.14,-0.06
48331,0.24,0.16,-0.08
48333,0.22,0.21,-0.01
48335,0.3,0.19,-0.11
48337,0.23,0.17,-0.06
48339,0.15,0.08,-0.07
48341,0.26,0.26,0.0
48343,0.25,0.15,-0.1
48345,0.21,0.17,-0.04
48347,0.25,0.17,-0.08
48349,0.25,0.2,-0.05
48351,0.28,0.13,-0.15
48353,0.29,0.19,-0.1
48355,0.25,0.15,-0.1
48357,0.28,0.25,-0.03
48359,0.18,0.11,-0.07
48361,0.21,0.13,-0.08
48363,0.26,0.21,-0.05
48365,0.23,0.16,-0.07
48367,0.15,0.1,-0.05
48369,0.29,0.28,-0.01
48371,0.31,0.19,-0.12
48373,0.25,0.17,-0.08
48375,0.28,0.22,-0.06
48377,0.33,0.29,-0.04
48379,0.25,0.14,-0.11
48381,0.15,0.1,-0.05
48383,0.26,0.25,-0.01
48385,0.24,0.21,-0.04
48387,0.27,0.19,-0.08
48389,0.36,0.26,-0.1
48391,0.26,0.16,-0.1
48393,0.16,0.09,-0.07
48395,0.24,0.19,-0.05
48397,0.12,0.06,-0.06
48399,0.26,0.18,-0.08
48401,0.23,0.16,-0.08
48403,0.25,0.18,-0.07
48405,0.3,0.2,-0.1
48407,0.24,0.15,-0.09
48409,0.25,0.16,-0.09
48411,0.26,0.22,-0.04
48413,0.28,0.19,-0.09
48415,0.25,0.19,-0.06
48417,0.21,0.16,-0.05
48419,0.29,0.24,-0.06
48421,0.25,0.25,0.0
48423,0.21,0.15,-0.06
48425,0.17,0.12,-0.05
48427,0.39,0.31,-0.08
48429,0.25,0.21,-0.05
48431,0.21,0.16,-0.06
48433,0.25,0.16,-0.09
48435,0.27,0.18,-0.09
48437,0.29,0.21,-0.08
48439,0.18,0.12,-0.06
48441,0.21,0.14,-0.07
48443,0.17,0.16,-0.01
48445,0.3,0.25,-0.05
48447,0.23,0.26,0.03
48449,0.29,0.26,-0.03
48451,0.23,0.15,-0.08
48453,0.19,0.1,-0.1
48455,0.23,0.19,-0.04
48457,0.26,0.16,-0.1
48459,0.22,0.16,-0.06
48461,0.26,0.21,-0.05
48463,0.33,0.21,-0.12
48465,0.33,0.24,-0.09
48467,0.24,0.17,-0.07
48469,0.23,0.15,-0.08
48471,0.22,0.16,-0.06
48473,0.22,0.16,-0.06
48475,0.29,0.2,-0.09
48477,0.19,0.13,-0.06
48479,0.34,0.25,-0.09
48481,0.25,0.19,-0.06
48483,0.23,0.17,-0.06
48485,0.21,0.14,-0.07
48487,0.25,0.21,-0.04
48489,0.43,0.24,-0.19
48491,0.13,0.06,-0.07
48493,0.18,0.09,-0.09
48495,0.31,0.23,-0.09
48497,0.19,0.11,-0.08
48499,0.24,0.16,-0.08
48501,0.27,0.24,-0.03
48503,0.23,0.19,-0.04
48505,0.35,0.23,-0.12
48507,0.38,0.24,-0.14
49001,0.21,0.09,-0.12
49003,0.16,0.07,-0.09
49005,0.18,0.09,-0.09
49007,0.22,0.12,-0.1
49009,0.21,0.09,-0.12
49011,0.12,0.04,-0.08
49013,0.19,0.14,-0.05
49015,0.16,0.09,-0.07
49017,0.18,0.09,-0.09
49019,0.24,0.16,-0.08
49021,0.23,0.12,-0.11
49023,0.19,0.1,-0.09
49025,0.18,0.09,-0.09
49027,0.2,0.12,-0.08
49029,0.12,0.05,-0.07
49031,0.19,0.11,-0.08
49033,0.16,0.09,-0.07
49035,0.17,0.08,-0.09
49037,0.26,0.27,0.01
49039,0.23,0.09,-0.14
49041,0.21,0.09,-0.12
49043,0.12,0.05,-0.07
49045,0.14,0.06,-0.08
49047,0.19,0.12,-0.07
49049,0.15,0.06,-0.09
49051,0.15,0.09,-0.06
49053,0.2,0.1,-0.1
49055,0.18,0.09,-0.09
49057,0.18,0.09,-0.09
50001,0.1,0.04,-0.06
50003,0.12,0.05,-0.07
50005,0.14,0.05,-0.09
50007,0.09,0.04,-0.05
50009,0.16,0.06,-0.1
50011,0.1,0.05,-0.05
50013,0.09,0.04,-0.05
50015,0.12,0.05,-0.07
50017,0.11,0.05,-0.06
50019,0.15,0.06,-0.09
50021,0.12,0.05,-0.07
50023,0.11,0.04,-0.07
50025,0.12,0.05,-0.07
50027,0.11,0.04,-0.07
51001,0.18,0.12,-0.06
51003,0.1,0.05,-0.05
51005,0.15,0.07,-0.08
51007,0.14,0.1,-0.04
51009,0.15,0.1,-0.06
51011,0.16,0.09,-0.07
51013,0.08,0.04,-0.04
51015,0.11,0.06,-0.05
51017,0.13,0.1,-0.04
51019,0.11,0.05,-0.06
51021,0.14,0.07,-0.07
51023,0.09,0.04,-0.05
51025,0.21,0.12,-0.09
51027,0.18,0.09,-0.09
51029,0.18,0.13,-0.05
51031,0.15,0.07,-0.08
51033,0.15,0.08,-0.07
51035,0.17,0.11,-0.06
51036,0.17,0.15,-0.02
51037,0.18,0.12,-0.06
51041,0.1,0.05,-0.05
51043,0.08,0.04,-0.05
51045,0.11,0.06,-0.05
51047,0.11,0.06,-0.05
51049,0.18,0.11,-0.07
51051,0.18,0.08,-0.1
51053,0.17,0.08,-0.09
51057,0.18,0.1,-0.08
51059,0.08,0.03,-0.05
51061,0.07,0.04,-0.03
51063,0.14,0.1,-0.04
51065,0.1,0.05,-0.05
51067,0.15,0.09,-0.06
51069,0.11,0.05,-0.06
51071,0.14,0.08,-0.06
51073,0.1,0.06,-0.05
51075,0.07,0.04,-0.04
51077,0.17,0.12,-0.05
51079,0.11,0.07,-0.04
51081,0.2,0.1,-0.11
51083,0.19,0.13,-0.06
51085,0.07,0.04,-0.04
51087,0.13,0.06,-0.07
51089,0.21,0.12,-0.09
51091,0.11,0.08,-0.03
51093,0.11,0.05,-0.06
51095,0.08,0.04,-0.04
51097,0.16,0.08,-0.08
51099,0.08,0.05,-0.03
51101,0.12,0.06,-0.07
51103,0.16,0.1,-0.06
51105,0.17,0.09,-0.08
51107,0.06,0.02,-0.04
51109,0.13,0.08,-0.05
51111,0.19,0.12,-0.07
51113,0.12,0.07,-0.05
51115,0.11,0.06,-0.05
51117,0.18,0.14,-0.04
51119,0.13,0.06,-0.07
51121,0.16,0.06,-0.1
51125,0.14,0.09,-0.05
51127,0.1,0.05,-0.05
51131,0.19,0.11,-0.08
51133,0.14,0.1,-0.05
51135,0.19,0.13,-0.06
51137,0.13,0.08,-0.05
51139,0.17,0.08,-0.09
51141,0.18,0.11,-0.07
51143,0.18,0.12,-0.07
51145,0.07,0.04,-0.03
51147,0.2,0.1,-0.1
51149,0.14,0.07,-0.07
51153,0.09,0.04,-0.05
51155,0.16,0.08,-0.08
51157,0.11,0.07,-0.04
51159,0.16,0.11,-0.05
51161,0.09,0.04,-0.05
51163,0.13,0.09,-0.04
51165,0.13,0.09,-0.04
51167,0.16,0.09,-0.07
51169,0.17,0.09,-0.09
51171,0.14,0.07,-0.07
51173,0.17,0.09,-0.08
51175,0.17,0.09,-0.08
51177,0.09,0.05,-0.04
51179,0.08,0.03,-0.05
51181,0.18,0.08,-0.1
51183,0.2,0.12,-0.08
51185,0.19,0.08,-0.11
51187,0.11,0.05,-0.06
51191,0.15,0.07,-0.08
51193,0.17,0.11,-0.06
51195,0.18,0.09,-0.09
51197,0.17,0.08,-0.09
51199,0.07,0.04,-0.03
51510,0.1,0.05,-0.05
51515,0.17,NA,NA
51520,0.19,0.13,-0.06
51530,0.18,0.13,-0.05
51540,0.18,0.1,-0.08
51550,0.11,0.05,-0.06
51570,0.16,0.09,-0.07
51580,0.17,0.14,-0.03
51590,0.22,0.15,-0.08
51595,0.24,0.16,-0.08
51600,0.09,0.05,-0.04
51610,0.07,0.03,-0.04
51620,0.2,0.12,-0.08
51630,0.17,0.12,-0.05
51640,0.18,0.17,-0.01
51650,0.16,0.08,-0.08
51660,0.22,0.1,-0.12
51670,0.24,0.12,-0.12
51678,0.18,0.12,-0.06
51680,0.2,0.12,-0.08
51683,0.14,0.08,-0.06
51685,0.14,0.09,-0.05
51690,0.23,0.16,-0.07
51700,0.17,0.08,-0.09
51710,0.19,0.1,-0.09
51720,0.17,0.08,-0.09
51730,0.25,0.15,-0.1
51735,0.07,0.03,-0.04
51740,0.18,0.09,-0.09
51750,0.18,0.09,-0.09
51760,0.2,0.12,-0.09
51770,0.19,0.1,-0.09
51775,0.14,0.07,-0.07
51790,0.16,0.1,-0.07
51800,0.12,0.07,-0.05
51810,0.11,0.05,-0.06
51820,0.17,0.1,-0.07
51830,0.19,0.09,-0.1
51840,0.17,0.1,-0.07
53001,0.25,0.13,-0.12
53003,0.17,0.07,-0.1
53005,0.14,0.06,-0.08
53007,0.18,0.08,-0.1
53009,0.18,0.09,-0.09
53011,0.14,0.05,-0.09
53013,0.18,0.07,-0.11
53015,0.17,0.07,-0.1
53017,0.19,0.08,-0.11
53019,0.22,0.1,-0.12
53021,0.2,0.12,-0.08
53023,0.14,0.05,-0.09
53025,0.22,0.1,-0.13
53027,0.21,0.09,-0.12
53029,0.13,0.05,-0.08
53031,0.17,0.06,-0.11
53033,0.11,0.05,-0.06
53035,0.12,0.05,-0.07
53037,0.19,0.06,-0.13
53039,0.19,0.1,-0.09
53041,0.2,0.08,-0.12
53043,0.17,0.06,-0.11
53045,0.19,0.08,-0.11
53047,0.21,0.11,-0.1
53049,0.2,0.08,-0.12
53051,0.19,0.06,-0.13
53053,0.15,0.06,-0.09
53055,0.14,0.08,-0.06
53057,0.15,0.07,-0.08
53059,0.16,0.05,-0.11
53061,0.12,0.04,-0.08
53063,0.16,0.05,-0.11
53065,0.18,0.07,-0.11
53067,0.13,0.04,-0.09
53069,0.18,0.07,-0.11
53071,0.17,0.07,-0.1
53073,0.16,0.07,-0.09
53075,0.18,0.06,-0.12
53077,0.23,0.13,-0.1
54001,0.22,0.08,-0.14
54003,0.18,0.06,-0.12
54005,0.2,0.06,-0.14
54007,0.23,0.09,-0.15
54009,0.19,0.06,-0.13
54011,0.2,0.07,-0.13
54013,0.22,0.11,-0.11
54015,0.22,0.08,-0.14
54017,0.23,0.09,-0.14
54019,0.23,0.08,-0.15
54021,0.26,0.07,-0.19
54023,0.19,0.07,-0.12
54025,0.22,0.08,-0.14
54027,0.22,0.1,-0.12
54029,0.19,0.06,-0.13
54031,0.2,0.1,-0.1
54033,0.2,0.07,-0.13
54035,0.21,0.07,-0.14
54037,0.15,0.05,-0.1
54039,0.18,0.06,-0.12
54041,0.22,0.07,-0.15
54043,0.24,0.09,-0.16
54045,0.22,0.08,-0.14
54047,0.26,0.1,-0.16
54049,0.21,0.07,-0.14
54051,0.2,0.07,-0.14
54053,0.21,0.06,-0.15
54055,0.23,0.1,-0.13
54057,0.21,0.09,-0.12
54059,0.23,0.08,-0.15
54061,0.19,0.05,-0.14
54063,0.21,0.07,-0.14
54065,0.21,0.08,-0.13
54067,0.22,0.07,-0.15
54069,0.18,0.06,-0.12
54071,0.21,0.09,-0.12
54073,0.2,0.06,-0.14
54075,0.21,0.08,-0.13
54077,0.18,0.06,-0.12
54079,0.14,0.04,-0.1
54081,0.21,0.07,-0.14
54083,0.22,0.07,-0.15
54085,0.22,0.08,-0.14
54087,0.22,0.08,-0.14
54089,0.22,0.08,-0.14
54091,0.22,0.07,-0.15
54093,0.2,0.07,-0.13
54095,0.2,0.07,-0.13
54097,0.23,0.07,-0.16
54099,0.22,0.07,-0.15
54101,0.24,0.09,-0.15
54103,0.19,0.07,-0.12
54105,0.24,0.08,-0.16
54107,0.19,0.06,-0.13
54109,0.23,0.08,-0.15
55001,0.15,0.14,-0.01
55003,0.18,0.2,0.02
55005,0.14,0.12,-0.02
55007,0.16,0.15,-0.01
55009,0.11,0.1,-0.01
55011,0.14,0.09,-0.05
55013,0.17,0.16,-0.01
55015,0.09,0.06,-0.03
55017,0.13,0.08,-0.05
55019,0.15,0.2,0.05
55021,0.11,0.08,-0.04
55023,0.15,0.11,-0.04
55025,0.1,0.08,-0.02
55027,0.12,0.1,-0.02
55029,0.12,0.1,-0.02
55031,0.15,0.12,-0.03
55033,0.15,0.12,-0.04
55035,0.13,0.09,-0.04
55037,0.13,0.15,0.02
55039,0.11,0.09,-0.02
55041,0.17,0.2,0.03
55043,0.15,0.1,-0.05
55045,0.11,0.08,-0.04
55047,0.12,0.12,-0.01
55049,0.11,0.07,-0.04
55051,0.16,0.16,0.0
55053,0.15,0.16,0.01
55055,0.11,0.09,-0.02
55057,0.15,0.14,-0.01
55059,0.12,0.09,-0.03
55061,0.11,0.07,-0.04
55063,0.13,0.12,-0.01
55065,0.13,0.11,-0.02
55067,0.15,0.12,-0.03
55069,0.13,0.13,0.0
55071,0.12,0.1,-0.02
55073,0.11,0.09,-0.03
55075,0.15,0.12,-0.03
55077,0.15,0.11,-0.04
55078,0.22,0.37,0.15
55079,0.16,0.15,-0.01
55081,0.14,0.14,0.0
55083,0.12,0.09,-0.03
55085,0.13,0.14,0.01
55087,0.1,0.08,-0.02
55089,0.07,0.05,-0.02
55091,0.14,0.09,-0.05
55093,0.12,0.08,-0.05
55095,0.13,0.1,-0.04
55097,0.13,0.11,-0.03
55099,0.15,0.12,-0.03
55101,0.12,0.11,-0.01
55103,0.14,0.11,-0.03
55105,0.14,0.11,-0.03
55107,0.17,0.11,-0.07
55109,0.09,0.06,-0.04
55111,0.12,0.11,-0.01
55113,0.16,0.24,0.08
55115,0.14,0.14,-0.01
55117,0.1,0.08,-0.02
55119,0.14,0.11,-0.03
55121,0.15,0.1,-0.05
55123,0.15,0.12,-0.03
55125,0.15,0.18,0.03
55127,0.13,0.1,-0.03
55129,0.16,0.13,-0.03
55131,0.08,0.06,-0.02
55133,0.07,0.05,-0.02
55135,0.12,0.11,-0.01
55137,0.15,0.11,-0.05
55139,0.12,0.09,-0.03
55141,0.13,0.1,-0.03
56001,0.16,0.09,-0.07
56003,0.15,0.12,-0.03
56005,0.1,0.09,-0.01
56007,0.16,0.11,-0.05
56009,0.13,0.09,-0.04
56011,0.12,0.09,-0.03
56013,0.17,0.19,0.02
56015,0.15,0.11,-0.04
56017,0.14,0.13,-0.01
56019,0.13,0.09,-0.04
56021,0.12,0.09,-0.03
56023,0.13,0.08,-0.05
56025,0.14,0.09,-0.05
56027,0.16,0.12,-0.04
56029,0.13,0.1,-0.04
56031,0.13,0.09,-0.04
56033,0.13,0.09,-0.04
56035,0.12,0.08,-0.04
56037,0.12,0.09,-0.03
56039,0.13,0.08,-0.05
56041,0.13,0.11,-0.02
56043,0.15,0.1,-0.05
56045,0.14,0.09,-0.05
60010,NA,NA,NA
60020,NA,NA,NA
60030,NA,NA,NA
60040,NA,NA,NA
60050,NA,NA,NA
66010,NA,NA,NA
69085,NA,NA,NA
69100,NA,NA,NA
69110,NA,NA,NA
69120,NA,NA,NA
72001,NA,NA,NA
72003,NA,NA,NA
72005,NA,NA,NA
72007,NA,NA,NA
72009,NA,NA,NA
72011,NA,NA,NA
72013,NA,NA,NA
72015,NA,NA,NA
72017,NA,NA,NA
72019,NA,NA,NA
72021,NA,NA,NA
72023,NA,NA,NA
72025,NA,NA,NA
72027,NA,NA,NA
72029,NA,NA,NA
72031,NA,NA,NA
72033,NA,NA,NA
72035,NA,NA,NA
72037,NA,NA,NA
72039,NA,NA,NA
72041,NA,NA,NA
72043,NA,NA,NA
72045,NA,NA,NA
72047,NA,NA,NA
72049,NA,NA,NA
72051,NA,NA,NA
72053,NA,NA,NA
72054,NA,NA,NA
72055,NA,NA,NA
72057,NA,NA,NA
72059,NA,NA,NA
72061,NA,NA,NA
72063,NA,NA,NA
72065,NA,NA,NA
72067,NA,NA,NA
72069,NA,NA,NA
72071,NA,NA,NA
72073,NA,NA,NA
72075,NA,NA,NA
72077,NA,NA,NA
72079,NA,NA,NA
72081,NA,NA,NA
72083,NA,NA,NA
72085,NA,NA,NA
72087,NA,NA,NA
72089,NA,NA,NA
72091,NA,NA,NA
72093,NA,NA,NA
72095,NA,NA,NA
72097,NA,NA,NA
72099,NA,NA,NA
72101,NA,NA,NA
72103,NA,NA,NA
72105,NA,NA,NA
72107,NA,NA,NA
72109,NA,NA,NA
72111,NA,NA,NA
72113,NA,NA,NA
72115,NA,NA,NA
72117,NA,NA,NA
72119,NA,NA,NA
72121,NA,NA,NA
72123,NA,NA,NA
72125,NA,NA,NA
72127,NA,NA,NA
72129,NA,NA,NA
72131,NA,NA,NA
72133,NA,NA,NA
72135,NA,NA,NA
72137,NA,NA,NA
72139,NA,NA,NA
72141,NA,NA,NA
72143,NA,NA,NA
72145,NA,NA,NA
72147,NA,NA,NA
72149,NA,NA,NA
72151,NA,NA,NA
72153,NA,NA,NA
74300,NA,NA,NA
78010,NA,NA,NA
78020,NA,NA,NA
78030,NA,NA,NA
